AccountID,Territory,Country,CustomerTenure,PhoneModel,RepeatCustomer,Promotion,CurrentPeriodUsage,PriorPeriodUsage,BaseFee,AdditionalFeatureSpend,NumberOfPenalties,CustomerServiceRating,CustomerServiceCalls,DaysSinceCSContact,PlanType,Cancelled
gb40722,TN,USA,98,,no,no,243.9,221.8,28.37,19,3,12.8,4,77,Green Plan,
gb45982,NY,USA,79,iPhone,no,yes,193.9,315.3,48.72,27,1,10.3,6,102,Blue Plan,
gb97291,HI,USA,75,iPhone,yes,yes,198.8,226.6,34.05,19,2,12.9,3,67,Purple Plan,
gc53387,SC,USA,124,,no,no,218,230.6,43.37,20,3,8.5,5,110,Red Plan,
gc55398,DE,USA,106,,yes,no,250.7,293.8,25.5,25,3,10.3,7,123,Purple Plan,
gc74979,UT,USA,78,iPhone,no,yes,134.1,113.2,27.83,10,3,9.9,3,112,Purple Plan,
gc77715,MD,USA,126,,no,no,152.2,233,31.47,20,0,9.1,7,98,Purple Plan,
gc79777,MS,USA,103,,no,no,233,202.8,21.98,17,2,12.9,2,89,Green Plan,
gc80478,LA,USA,140,,no,no,264.6,146.3,36.67,12,3,7.1,1,84,Purple Plan,
gd38442,MS,USA,81,Galaxy,yes,no,147.8,243.3,38.11,21,3,12,8,90,Purple Plan,
gd60960,WI,USA,131,,no,no,153.6,114.7,30.11,10,3,6.5,6,122,Purple Plan,
gd62845,TN,USA,133,,no,no,256.4,235.1,31.57,20,0,16.9,6,149,Purple Plan,
gd64434,VT,USA,130,,no,no,191.5,302.6,38.74,26,1,5.5,7,71,Red Plan,
gd92482,WA,USA,93,,no,no,229.1,178.5,25.79,15,2,13.1,8,77,Purple Plan,
gd96640,AZ,USA,105,,no,yes,290,88.6,24.29,8,1,10.8,6,61,Green Plan,
ge71447,AZ,USA,123,,no,yes,160.5,328.7,36.62,28,1,7.8,6,98,Purple Plan,
ge81410,FL,USA,124,,no,yes,164.8,183.4,24.16,16,1,9.6,4,129,Blue Plan,
ge92174,MN,USA,98,,no,no,287.7,199.9,30.86,17,1,6.6,5,88,Purple Plan,
gf19564,MN,USA,114,,no,no,77.2,176.2,44.18,15,1,15.3,1,94,Purple Plan,
gf29492,CA,USA,129,,yes,no,232.4,176.5,33.35,15,0,15.2,1,86,Red Plan,
gf64595,NC,USA,88,Galaxy,no,no,233.7,145,30.6,12,2,11.5,6,77,Purple Plan,
gf65062,HI,USA,104,,no,no,205.1,90,26.55,8,1,7.3,5,101,Red Plan,
gf68818,AZ,USA,91,Galaxy,no,no,209.3,196.8,29.44,17,3,11.2,5,106,Purple Plan,
gg50112,KS,USA,107,,no,yes,245.7,246.3,38.34,21,0,9.8,2,105,Blue Plan,
gg78276,MN,USA,146,,yes,no,148.1,152.5,42.64,13,2,10,5,105,Purple Plan,
gg87520,CA,USA,89,iPhone,yes,no,206,188.8,41.58,16,1,11.3,4,80,Green Plan,
gg94399,NC,USA,119,,yes,no,217.1,198.8,30.6,17,1,12.4,3,126,Purple Plan,
gh11139,PA,USA,88,iPhone,no,no,182.1,259.3,18.53,22,4,13.3,3,120,Blue Plan,
gh25347,WI,USA,89,Galaxy,no,no,273.1,253.4,31.76,22,2,12.3,6,51,Green Plan,
gh35193,WI,USA,108,,no,no,240.2,218.8,19.18,19,2,9,3,120,Purple Plan,
gi29553,SD,USA,98,,no,no,179,180.2,29.67,15,2,10.7,2,103,Red Plan,
gi64559,AZ,USA,124,,no,yes,105.9,193.3,28.92,16,1,12.8,4,116,Green Plan,
gi68785,AL,USA,112,,no,no,233.4,219.1,27.71,19,2,6.7,3,89,Blue Plan,
gi80901,KS,USA,100,,no,no,195,260.6,42.55,22,2,13.3,2,90,Red Plan,
gi98328,ME,USA,89,iPhone,yes,yes,138.3,254.9,33.46,22,0,20,6,122,Red Plan,
gj23329,AR,USA,79,Galaxy,no,no,219.9,190.8,11.8,16,0,8.9,5,109,Purple Plan,
gj39571,DC,USA,110,,yes,no,205.2,337.1,11.65,29,0,12.1,9,115,Blue Plan,
gj73343,CT,USA,82,iPhone,no,no,305.5,284.3,22.41,24,1,11.3,2,119,Purple Plan,
gj81147,NV,USA,61,Galaxy,no,no,285.5,179.3,39.85,15,3,10.4,6,111,Purple Plan,
gj87956,AZ,USA,111,,no,no,187.9,156.2,37.54,13,2,10.5,4,67,Purple Plan,
gk11829,NC,USA,107,,no,yes,240.1,118.7,24.19,10,1,6.6,8,56,Purple Plan,
gk24034,MA,USA,109,,no,no,189.1,122.2,26.67,10,3,11.3,5,87,Purple Plan,
gk43707,AZ,USA,163,,no,yes,244.9,166.7,12.05,14,3,11.1,5,121,Green Plan,
gk77326,MD,USA,107,,no,yes,129.6,280.4,33.69,24,1,11.3,7,132,Purple Plan,
gk92087,AL,USA,94,,no,yes,113.5,168,24.02,14,1,7.8,2,108,Purple Plan,
gk93112,OH,USA,121,,no,yes,222.1,232.3,24.09,20,1,12,5,113,Green Plan,
gk96344,AL,USA,102,,no,no,262.7,261,28.31,22,0,13.3,5,103,Purple Plan,
gl14157,MO,USA,110,,yes,yes,141.2,170.6,27.08,15,1,11.9,5,120,Purple Plan,
gl36520,NJ,USA,124,,no,no,217.5,180.5,47.45,15,2,9.5,11,108,Red Plan,
gl40771,ND,USA,77,iPhone,no,yes,79.3,134.9,27.85,11,2,8.8,2,112,Purple Plan,
gl70022,AK,USA,95,,no,no,206,193.8,25.23,16,0,6.9,6,98,Purple Plan,
gm11763,WV,USA,131,,no,no,185.4,252.4,25.93,21,2,4.9,3,107,Green Plan,
gm58653,GA,USA,80,Galaxy,no,yes,152.8,217.3,37.4,18,3,14.7,6,102,Blue Plan,
gm63267,AR,USA,68,Galaxy,no,no,235.5,158,32.78,13,1,12.7,6,86,Purple Plan,
gn28961,AL,USA,85,Galaxy,no,yes,254.2,225.9,32.76,19,2,10.9,6,105,Purple Plan,
gn34559,IN,USA,137,,no,yes,184.5,186.8,37.35,16,2,9.5,2,94,Blue Plan,
gn88210,NE,USA,118,,no,yes,226.7,196.3,26.72,17,3,8.4,5,136,Red Plan,
go15984,TX,USA,91,Galaxy,no,no,144.6,226.7,24.51,19,3,13.8,4,137,Green Plan,
go47629,IL,USA,97,,no,yes,165.4,140,24.58,12,1,10.9,3,102,Purple Plan,
go60248,WY,USA,116,,no,no,159,194.6,14.06,17,0,10.9,9,95,Purple Plan,
go96909,NY,USA,77,Galaxy,no,no,167.3,269.5,42.11,23,0,9.6,7,108,Red Plan,
gp11191,KS,USA,104,,no,no,179.3,211.2,26.96,18,3,10.2,8,77,Purple Plan,
gp21802,ND,USA,119,,no,yes,270.9,182,38.34,15,3,9.4,2,108,Purple Plan,
gp27900,MN,USA,107,,no,yes,296.3,177.3,12.63,15,2,14.5,3,116,Green Plan,
gp49239,ND,USA,82,Galaxy,no,no,193.1,278.5,40.46,24,0,11.8,10,94,Red Plan,
gp64677,FL,USA,138,,yes,no,197.4,159.6,25.19,14,2,8.6,3,123,Green Plan,
gp78123,TN,USA,85,Galaxy,no,yes,250.7,267,28.07,23,1,10.9,4,93,Purple Plan,
gq23990,MN,USA,112,,no,no,179.2,42.5,33.75,4,0,12.4,5,90,Purple Plan,
gq81094,NH,USA,100,,no,no,217.4,210.4,39.32,18,3,12.4,2,84,Blue Plan,
gr23905,CT,USA,90,Galaxy,no,no,169.4,207.5,15.42,18,2,5.6,5,109,Purple Plan,
gr62189,KY,USA,97,,no,yes,169.1,138.5,36.5,12,1,8.6,4,90,Green Plan,
gr84476,AK,USA,84,Galaxy,no,no,191.1,232.5,31.45,20,3,14.9,4,129,Purple Plan,
gr98572,ND,USA,127,,no,no,181.8,195.6,31.82,17,1,5.1,4,88,Green Plan,
gr98650,MS,USA,74,Galaxy,no,no,201.3,214.8,14.91,18,1,10.8,6,58,Green Plan,
gs16662,TX,USA,127,,no,no,270.1,189.7,20.49,16,1,14.3,2,52,Purple Plan,
gs26373,WV,USA,109,,no,yes,179.7,210.5,13.35,18,1,11.8,4,101,Purple Plan,
gs40118,HI,USA,61,Galaxy,no,no,208.3,218.8,28.32,19,7,8.2,6,107,Green Plan,
gs69470,MD,USA,92,,no,no,232.8,176.2,35.11,15,5,12.4,5,152,Green Plan,
gs72269,WI,USA,106,,no,no,199.4,152.5,34.1,13,3,7.7,2,127,Purple Plan,
gs83003,WA,USA,105,,no,no,254.4,246.9,47.07,21,1,10.3,3,94,Purple Plan,
gs88623,DC,USA,63,iPhone,no,no,224,208.8,34.77,18,0,9.8,2,95,Purple Plan,
gt22291,IL,USA,101,,no,yes,241.6,250.5,35.79,21,1,11.5,2,86,Purple Plan,
gt40721,ME,USA,101,,yes,yes,255.3,199.7,49.79,17,4,13.8,7,97,Purple Plan,
gt47573,FL,USA,78,iPhone,yes,no,111.7,204.2,45.46,17,1,5.9,4,85,Purple Plan,
gt58149,NY,USA,75,Galaxy,no,yes,200.5,267.8,32.61,23,2,12.8,3,135,Purple Plan,
gu13855,LA,USA,127,,no,no,170.5,259.3,29.67,22,1,11.3,7,71,Blue Plan,
gu18095,OH,USA,58,Galaxy,no,no,282.5,148.7,32.91,13,2,13.1,1,115,Green Plan,
gu23592,NJ,USA,87,Galaxy,no,no,250.7,279,36.99,24,2,10.4,4,71,Red Plan,
gu39314,OK,USA,59,Galaxy,no,no,285.4,283.3,30.46,24,2,5.8,7,101,Green Plan,
gu53922,WA,USA,132,,no,no,171.4,149.1,24,13,2,7,2,90,Purple Plan,
gu60609,NM,USA,145,,no,no,241.2,268.5,36.43,23,1,10.8,13,135,Green Plan,
gu72708,MA,USA,124,,no,no,160.5,245.4,45.02,21,1,14.8,2,112,Red Plan,
gu78933,WV,USA,100,,no,no,233.1,202.5,27.05,17,2,11.5,6,90,Purple Plan,
gu80479,GA,USA,90,iPhone,no,no,114.3,73.2,38.66,6,0,4.7,7,135,Green Plan,
gv38635,VA,USA,126,,yes,no,198.5,219.4,25.25,19,1,14.5,7,125,Red Plan,
gv41422,GA,USA,89,Galaxy,yes,yes,218.8,160.6,37.76,14,0,13.6,2,109,Red Plan,
gv47049,SC,USA,102,,no,no,170.1,189.8,36.18,16,0,10.6,4,137,Red Plan,
gv74224,SD,USA,70,Galaxy,no,yes,225.5,152,47.99,13,1,12,4,89,Green Plan,
gv78135,MS,USA,87,Galaxy,no,no,309.6,103.2,39.1,9,2,11.3,3,138,Purple Plan,
gw48030,NY,USA,130,,no,yes,191.2,202.6,32.95,17,1,13.3,2,98,Purple Plan,
gw77759,NV,USA,101,,no,yes,158.6,152,34.85,13,2,10.2,5,60,Blue Plan,
gw81320,TN,USA,141,,no,yes,255.7,207,13.19,18,1,10.9,2,60,Green Plan,
gw93258,MD,USA,98,,yes,no,285.9,251.8,39.97,21,4,7.2,2,79,Purple Plan,
gw93714,IL,USA,113,,yes,yes,204,171.6,33.24,15,1,13.5,9,96,Purple Plan,
gx31078,MI,USA,89,iPhone,no,yes,274,148.2,41.72,13,1,7.5,6,102,Purple Plan,
gx35875,AR,USA,87,iPhone,no,no,122.1,195.7,24.23,17,2,7.8,8,88,Blue Plan,
gx62826,VA,USA,91,Galaxy,no,yes,300,245.8,29.41,21,0,4.8,3,64,Blue Plan,
gx97755,NC,USA,134,,no,no,196.1,80.8,14.31,7,1,10.8,2,103,Purple Plan,
gy78667,VA,USA,116,,no,no,212.2,192,38.2,16,3,11.3,11,79,Green Plan,
gz63778,AZ,USA,71,Galaxy,no,no,127.7,190.6,30.45,16,3,10.6,7,81,Green Plan,
gz65611,NC,USA,102,,no,yes,245,186.6,46.73,16,1,8.8,2,118,Purple Plan,
gz82407,AL,USA,86,Galaxy,no,yes,229.4,88.7,32.69,8,2,10.5,3,90,Purple Plan,
gz92518,WV,USA,74,Galaxy,no,no,216.7,148.5,24.89,13,1,11.3,3,92,Blue Plan,
ha12593,VA,USA,93,,no,no,282.3,187,37.74,16,2,12.4,6,103,Red Plan,
ha29958,RI,USA,112,,no,no,226.1,246.7,36.92,21,3,15.8,7,89,Blue Plan,
ha32016,NV,USA,146,,no,no,152.4,226.7,34.58,19,1,7.3,4,117,Purple Plan,
ha38201,AZ,USA,52,iPhone,no,no,252.5,229.4,34.24,20,1,12,3,104,Red Plan,
ha45664,GA,USA,97,,no,no,202,203.7,33.49,17,3,8.7,3,107,Blue Plan,
ha59837,MO,USA,97,,no,no,256.7,210.6,44.49,18,3,6,3,48,Red Plan,
ha70818,OK,USA,79,Galaxy,no,no,239.8,265.1,36.35,23,0,15.6,7,93,Blue Plan,
ha81448,MN,USA,74,iPhone,no,no,178.2,224.9,46.36,19,2,10.5,3,85,Red Plan,
hb30014,NV,USA,101,,no,no,237.9,213.4,26.44,18,1,7.6,11,89,Blue Plan,
hc53980,UT,USA,90,Galaxy,no,no,241.4,147.9,39.07,13,3,9.6,7,121,Purple Plan,
hc64779,NJ,USA,136,,no,no,132.9,257.7,51.26,22,4,13.4,2,72,Blue Plan,
hc76685,GA,USA,90,iPhone,no,no,183.3,304.4,12.1,26,0,8.6,4,119,Purple Plan,
hc90843,CA,USA,85,Galaxy,no,no,231.5,194.1,26.79,17,5,9.4,10,92,Red Plan,
hc93310,WV,USA,158,,no,yes,138.2,133.9,20.91,11,1,13.3,4,119,Purple Plan,
hd53222,UT,USA,117,,no,no,228.5,267.5,27.23,23,2,9.3,5,67,Green Plan,
hd74409,MN,USA,88,Galaxy,no,no,195.7,253,20.66,22,1,10.7,4,124,Purple Plan,
he30875,TX,USA,112,,no,no,164.4,209.7,36.52,18,3,9.4,5,104,Blue Plan,
he49045,MI,USA,80,Galaxy,no,no,133.5,187,33.71,16,2,16.6,4,89,Green Plan,
he63325,FL,USA,103,,no,yes,258.8,181.6,38.45,15,3,10.5,5,125,Red Plan,
he76804,VA,USA,123,,no,no,179.4,216.8,28.76,18,1,12.6,3,83,Blue Plan,
he87093,AL,USA,112,,yes,no,247.2,173.3,22.08,15,3,11.2,3,83,Purple Plan,
hf10573,MT,USA,95,,no,no,233.2,152.8,34.22,13,1,7.5,4,66,Purple Plan,
hf31814,MN,USA,70,iPhone,no,no,193.4,130.7,26.78,11,3,9.6,4,79,Purple Plan,
hf54849,RI,USA,109,,no,no,299.7,228.4,25.14,19,3,9.6,9,117,Purple Plan,
hf82729,ID,USA,83,Galaxy,no,no,255.7,155.4,27.15,13,1,8.4,3,121,Purple Plan,
hg37333,RI,USA,128,,yes,no,308.9,140.9,43.5,12,1,12.1,2,92,Red Plan,
hg47225,OH,USA,62,iPhone,no,no,190.4,227.2,33,19,1,15.3,4,54,Blue Plan,
hg51046,ID,USA,106,,no,no,206.1,177.8,37.52,15,1,12.4,9,118,Purple Plan,
hg73471,NM,USA,88,Galaxy,no,yes,138.7,190,29.82,16,2,10.5,3,65,Purple Plan,
hg77824,IL,USA,65,iPhone,no,no,238.5,197.4,29.67,17,0,10.6,2,116,Green Plan,
hh15610,KS,USA,111,,yes,no,221.7,180.6,10.64,15,1,10.4,2,126,Purple Plan,
hh16760,MD,USA,118,,no,no,187.2,210,28.1,18,2,8.5,3,101,Purple Plan,
hh26581,FL,USA,118,,no,yes,174.7,277.9,29.92,24,1,14.7,7,116,Green Plan,
hh44500,NM,USA,123,,no,yes,211.9,132.3,39.03,11,2,9.5,8,90,Blue Plan,
hh65229,NM,USA,91,,no,no,228.4,122.9,41.7,10,4,8.5,4,130,Purple Plan,
hi81383,AL,USA,135,,no,yes,140.5,149.5,44.69,13,1,8.1,4,96,Purple Plan,
hj19590,AK,USA,88,iPhone,no,yes,223.2,253.2,47.26,22,0,8.7,4,65,Purple Plan,
hj19675,PA,USA,75,iPhone,no,no,207,169.9,26.4,14,2,12.6,5,87,Green Plan,
hj32151,KS,USA,120,,yes,no,152.6,178.9,8.13,15,0,13.3,7,123,Red Plan,
hj39414,NJ,USA,58,iPhone,no,no,304.3,198.5,33.15,17,0,14.8,9,88,Blue Plan,
hj64071,AR,USA,60,iPhone,yes,no,171.8,179.5,24.34,15,4,6.2,4,159,Red Plan,
hj89869,WA,USA,117,,no,no,224.7,219.4,25.77,19,1,4,5,87,Purple Plan,
hk57692,TX,USA,75,Galaxy,no,no,213.1,253.8,13.92,22,2,8.9,1,114,Purple Plan,
hk68512,OH,USA,129,,no,no,172.3,202.6,28.05,17,1,12.5,7,113,Red Plan,
hk84033,ND,USA,103,,no,no,135.9,199.7,33.34,17,3,12.9,1,123,Green Plan,
hk88400,AL,USA,85,iPhone,no,no,208.4,165.4,37.81,14,0,11.2,4,76,Purple Plan,
hl26606,WI,USA,91,,no,no,143.1,194.4,10.42,17,1,11.4,9,94,Purple Plan,
hl61496,TN,USA,145,,no,no,193.7,276.4,29.24,23,1,10.1,9,101,Purple Plan,
hl62630,WI,USA,84,iPhone,no,no,172.9,177.8,26.3,15,4,5.9,2,125,Red Plan,
hl68651,AL,USA,97,,no,no,133.7,117.8,36.53,10,2,11.8,2,117,Purple Plan,
hm22005,MN,USA,61,Galaxy,no,no,189.6,158.8,22.75,14,1,10.5,2,96,Green Plan,
hm32884,NM,USA,88,Galaxy,no,yes,99.3,193.1,15.69,16,2,11.6,3,98,Purple Plan,
hm68001,NV,USA,114,,no,no,212.7,207.9,39.73,18,2,12,2,109,Purple Plan,
hm80991,WI,USA,134,,no,no,181.7,97.7,30.63,8,1,8.4,3,85,Purple Plan,
hm84295,AL,USA,62,Galaxy,no,no,150.4,201,29.99,17,0,11.2,2,124,Red Plan,
hm88122,AL,USA,67,Galaxy,no,yes,177.3,170.9,41.29,15,1,4.8,12,59,Purple Plan,
hn10346,CA,USA,84,Galaxy,no,yes,171.5,170.9,25.48,15,0,11.5,7,84,Red Plan,
hn12566,UT,USA,40,Galaxy,no,yes,162.2,189.1,39.2,16,1,9.4,2,58,Purple Plan,
hn16492,NM,USA,126,,no,yes,171.8,264.4,35.17,22,2,9.3,11,126,Purple Plan,
hn27369,CA,USA,108,,no,yes,321.2,249.3,18.63,21,4,8.3,4,119,Blue Plan,
hn28801,WV,USA,95,,yes,no,151.7,242.5,42.48,21,1,15.3,6,104,Red Plan,
hn47084,NY,USA,113,,no,no,217.5,216.6,18.33,18,2,9.9,3,125,Purple Plan,
hn54411,AL,USA,114,,no,no,262.7,223,45.54,19,3,11.3,3,74,Purple Plan,
hn69446,WI,USA,101,,no,no,216.9,298.6,26.81,25,1,13.8,3,100,Purple Plan,
hn69846,TN,USA,80,Galaxy,no,no,221.6,206.5,22.63,18,1,10.3,8,120,Purple Plan,
hn73073,ID,USA,93,,no,no,304.4,155.6,17.17,13,0,13.3,2,104,Red Plan,
hn92694,WV,USA,74,iPhone,no,yes,170.3,227.9,40.05,19,0,15.4,9,37,Red Plan,
hn96485,WV,USA,122,,no,no,160.4,67,22.59,6,3,9.9,2,62,Purple Plan,
ho58808,HI,USA,127,,no,no,241.1,150,15.95,13,1,10.7,2,104,Green Plan,
ho99064,NY,USA,107,,no,yes,213.4,234.1,42.76,20,3,10.4,6,110,Green Plan,
hp14594,KS,USA,110,,no,no,146.7,232.2,14.18,20,1,7.6,5,137,Purple Plan,
hp58976,RI,USA,127,,no,no,196,163.4,31.91,14,0,9.1,5,148,Green Plan,
hq67270,SD,USA,112,,no,yes,117.6,222.2,45.63,19,0,10.3,3,108,Purple Plan,
hq77011,MT,USA,118,,no,no,150,203.2,23.38,17,0,13.4,2,88,Purple Plan,
hq85675,CO,USA,88,Galaxy,no,no,212.4,224.9,31.45,19,2,11.4,3,98,Purple Plan,
hq98538,NH,USA,138,,no,yes,166.9,203.8,31.21,17,2,6,3,90,Green Plan,
hr14004,ID,USA,79,iPhone,no,no,167.7,161.8,25.65,14,3,11.7,5,87,Blue Plan,
hr47239,MT,USA,82,iPhone,no,no,208.4,287.7,26.32,24,3,5.9,9,109,Blue Plan,
hs32530,LA,USA,85,iPhone,no,yes,197.3,221.2,28.37,19,1,12.3,4,92,Purple Plan,
hs71316,CT,USA,137,,no,yes,141.5,116.6,32.3,10,1,12.2,2,76,Blue Plan,
hs73943,AZ,USA,130,,no,no,122.4,248.1,29.82,21,0,12.2,4,105,Purple Plan,
hs75330,NV,USA,108,,no,no,204.3,259.9,41.7,22,3,10.7,2,140,Red Plan,
ht22860,IL,USA,87,iPhone,no,no,176.6,183.6,18.41,16,0,13.5,2,116,Purple Plan,
ht33284,NC,USA,95,,no,no,260.9,209.6,19.07,18,0,13.9,1,108,Red Plan,
ht47854,MO,USA,83,Galaxy,no,yes,239.4,143.7,47.79,12,1,11.2,9,130,Green Plan,
ht53000,NV,USA,98,,yes,yes,165.4,253.4,46.16,22,1,8.2,2,102,Green Plan,
ht54609,NE,USA,134,,no,no,182.3,261.5,32.52,22,1,10,3,113,Purple Plan,
hu12389,ME,USA,113,,no,no,162.8,222,54.79,19,0,6.7,8,95,Red Plan,
hu12663,GA,USA,99,,no,no,146.7,186.7,16.69,16,2,9.3,4,85,Purple Plan,
hu35284,ME,USA,96,,no,no,194.1,169.8,20.54,14,4,11.9,3,101,Red Plan,
hu38443,AL,USA,110,,no,no,128.1,187,36.19,16,3,6.3,3,69,Purple Plan,
hu69667,NC,USA,87,iPhone,no,yes,228.6,261.6,16.3,22,0,13.3,4,105,Purple Plan,
hu88899,IN,USA,91,,no,yes,218.3,160.5,26.98,14,1,9.9,3,127,Purple Plan,
hv17474,CO,USA,92,,no,no,114.5,205.5,26.11,17,1,12.5,10,88,Purple Plan,
hv24401,NH,USA,92,,no,yes,209.5,283.2,54.81,24,1,6.7,3,107,Red Plan,
hv29231,TN,USA,63,Galaxy,yes,no,177.6,208.4,27.22,18,2,9.2,3,112,Green Plan,
hv38236,IN,USA,91,,no,no,243.6,219.1,31.5,19,0,5.5,5,88,Purple Plan,
hv46743,SC,USA,92,,no,no,219.7,188,26.93,16,4,13.5,4,117,Blue Plan,
hv55866,KS,USA,76,iPhone,no,yes,154.2,280.1,34.2,24,1,11.8,1,122,Purple Plan,
hv85908,AK,USA,104,,no,no,229.9,204.7,31.03,17,4,11.3,8,95,Purple Plan,
hv90411,IL,USA,106,,no,yes,152.1,219.7,31.55,19,2,11.1,5,113,Blue Plan,
hw17056,OK,USA,73,iPhone,no,no,267.1,208.3,56.07,18,0,10.6,6,120,Red Plan,
hw28529,WV,USA,109,,no,no,171.7,198.4,15.62,17,2,13,7,111,Purple Plan,
hw29350,MN,USA,135,,no,no,227,273.9,40.15,23,2,10.1,6,88,Red Plan,
hw30839,RI,USA,89,Galaxy,no,no,261.4,211.3,20.88,18,2,10.7,2,104,Purple Plan,
hw65848,MD,USA,103,,no,no,258.3,200.2,28.97,17,1,11.6,4,71,Red Plan,
hw69782,IN,USA,102,,no,yes,147.5,361.8,32.54,31,1,7.2,2,96,Blue Plan,
hw78061,ND,USA,109,,yes,yes,227,189.6,26.78,16,3,11.1,2,67,Red Plan,
hx29975,CO,USA,93,,no,no,241.8,215.1,38.28,18,2,9.1,2,120,Green Plan,
hx40138,TN,USA,79,Galaxy,no,no,162.9,162.3,24.99,14,1,10.5,4,103,Purple Plan,
hx40527,WA,USA,115,,no,yes,171.7,203.4,22.25,17,1,12.4,4,110,Green Plan,
hx73774,NM,USA,95,,no,no,180.5,141.8,17.97,12,2,6.6,12,100,Green Plan,
hy14070,MN,USA,109,,no,no,265.7,220,42.28,19,1,13.2,2,118,Red Plan,
hy21184,KS,USA,89,Galaxy,no,no,268.4,193.9,32.52,16,1,12.8,4,87,Purple Plan,
hy22164,IN,USA,106,,no,no,233.5,138,25.81,12,3,11.2,8,126,Purple Plan,
hy65845,IN,USA,95,,no,no,282.3,212,31.6,18,3,11.3,4,98,Green Plan,
hy70973,OR,USA,78,iPhone,yes,no,157.9,144.5,29.19,12,3,6.8,3,86,Blue Plan,
hy90763,NV,USA,100,,yes,no,245.3,145.1,38.83,12,0,7.7,7,108,Purple Plan,
hz24087,IA,USA,112,,no,yes,180.6,206,22.78,18,0,9.7,4,111,Purple Plan,
hz63895,CO,USA,99,,yes,yes,210.4,147.8,25.76,13,1,10,4,89,Blue Plan,
hz75729,AZ,USA,95,,no,yes,268.1,235.5,23.43,20,2,11,6,128,Blue Plan,
hz96729,UT,USA,115,,no,no,120.2,199.2,30.99,17,1,18,5,97,Blue Plan,
hz98635,MT,USA,130,,no,no,185.4,217.2,26.25,18,1,13.9,4,101,Purple Plan,
ia55033,IA,USA,89,iPhone,no,no,212.9,289.6,34.6,25,3,8.7,3,69,Green Plan,
ib23866,UT,USA,137,,no,yes,173.3,236.8,41.4,20,1,9,9,108,Blue Plan,
ib43985,NM,USA,87,Galaxy,yes,no,156.7,222.1,43.61,19,1,13,3,101,Green Plan,
ib47367,OR,USA,109,,no,no,137.6,146.5,30.28,12,1,8.5,2,86,Green Plan,
ib52746,VT,USA,85,Galaxy,no,no,216.6,205.9,33.44,18,3,11.2,5,74,Green Plan,
ib99264,CO,USA,106,,no,yes,189.2,165.7,50.13,14,3,9.8,5,115,Purple Plan,
ib99850,MO,USA,122,,no,no,198.5,141.6,17.2,12,2,7.5,3,87,Purple Plan,
ic20718,MS,USA,93,,no,yes,244.2,178.2,47.8,15,2,6.4,5,101,Purple Plan,
ic53251,CT,USA,90,iPhone,no,no,225.1,144.3,20.08,12,1,8.2,6,77,Blue Plan,
ic69349,NC,USA,89,iPhone,no,no,188.1,149.3,17.46,13,0,11,5,100,Purple Plan,
id23536,OH,USA,100,,no,no,244.1,199.2,20.03,17,0,11.8,4,105,Blue Plan,
id27904,FL,USA,106,,no,no,195.6,210.1,34.53,18,3,12,3,113,Purple Plan,
id39865,VT,USA,91,iPhone,yes,yes,133.7,200.8,23.26,17,5,10.3,9,61,Red Plan,
id64936,TX,USA,90,Galaxy,no,no,192.8,159.5,38.15,14,1,13,2,88,Red Plan,
id65553,SD,USA,92,,no,yes,265.5,187.8,30.72,16,3,12.6,3,64,Purple Plan,
id86929,MS,USA,77,iPhone,yes,no,194.1,218.6,40.15,19,2,13.2,2,85,Red Plan,
ie45096,IL,USA,103,,yes,no,263.4,176.7,40.34,15,0,14.2,4,84,Red Plan,
ie89406,KS,USA,78,Galaxy,no,yes,225.6,194.5,31.3,17,0,16.9,3,71,Green Plan,
if38894,WY,USA,126,,yes,no,285.3,246.5,33.59,21,2,12.5,8,112,Purple Plan,
if47183,VT,USA,102,,no,no,224.1,266.4,47.26,23,4,13.1,4,114,Blue Plan,
if48541,MD,USA,102,,no,no,185.6,126.9,41.12,11,0,11.7,6,117,Green Plan,
ig96424,NY,USA,118,,no,no,221,152.2,33.61,13,2,7,3,96,Purple Plan,
ih50831,KS,USA,105,,no,no,169,197.3,25.62,17,1,9.2,15,133,Blue Plan,
ih72976,MN,USA,86,iPhone,no,no,282.6,203.9,21.9,17,2,14.1,4,105,Purple Plan,
ih81597,AL,USA,93,,no,yes,215.7,249,32.35,21,1,10.6,4,127,Purple Plan,
ii21352,NC,USA,144,,no,yes,212.3,218.1,30.55,19,1,9.3,8,129,Red Plan,
ii41433,DC,USA,91,Galaxy,no,no,191.7,230,28.44,20,1,10.6,5,68,Blue Plan,
ii66926,FL,USA,89,iPhone,no,no,178.5,106.8,39.92,9,0,9.9,6,131,Purple Plan,
ii75374,DC,USA,92,,no,no,224.2,138.3,20.74,12,1,5.8,5,114,Purple Plan,
ii92000,DC,USA,84,Galaxy,no,no,108.9,184.8,43.74,16,0,13.5,7,115,Purple Plan,
ii95794,MI,USA,107,,no,no,161,192.2,37.55,16,1,12.2,2,97,Purple Plan,
ij11669,VT,USA,71,iPhone,no,no,175.8,205.1,28.66,17,3,5.9,2,48,Purple Plan,
ij19939,GA,USA,132,,no,no,223.5,231.5,37.79,20,3,11,2,101,Purple Plan,
ij44604,NY,USA,81,Galaxy,no,no,281.5,168,41.6,14,1,6.6,1,117,Blue Plan,
ij69020,MS,USA,85,iPhone,no,yes,203.5,147.4,25.13,13,1,14,5,93,Red Plan,
